X	PHI
  -0.800	  -2.181
  -0.800	  -2.181
  -0.799	  -2.182
  -0.798	  -2.182
  -0.798	  -2.183
  -0.797	  -2.183
  -0.797	  -2.183
  -0.796	  -2.184
  -0.795	  -2.184
  -0.795	  -2.185
  -0.794	  -2.185
  -0.794	  -2.186
  -0.793	  -2.186
  -0.792	  -2.187
  -0.792	  -2.187
  -0.791	  -2.188
  -0.791	  -2.188
  -0.790	  -2.189
  -0.789	  -2.189
  -0.789	  -2.190
  -0.788	  -2.190
  -0.788	  -2.191
  -0.787	  -2.191
  -0.786	  -2.192
  -0.786	  -2.192
  -0.785	  -2.193
  -0.785	  -2.193
  -0.784	  -2.193
  -0.783	  -2.194
  -0.783	  -2.194
  -0.782	  -2.195
  -0.782	  -2.195
  -0.781	  -2.196
  -0.780	  -2.196
  -0.780	  -2.197
  -0.779	  -2.197
  -0.779	  -2.198
  -0.778	  -2.198
  -0.777	  -2.199
  -0.777	  -2.199
  -0.776	  -2.200
  -0.776	  -2.200
  -0.775	  -2.200
  -0.774	  -2.201
  -0.774	  -2.201
  -0.773	  -2.202
  -0.773	  -2.202
  -0.772	  -2.203
  -0.771	  -2.203
  -0.771	  -2.204
  -0.770	  -2.204
  -0.770	  -2.205
  -0.769	  -2.205
  -0.768	  -2.206
  -0.768	  -2.206
  -0.767	  -2.206
  -0.767	  -2.207
  -0.766	  -2.207
  -0.765	  -2.208
  -0.765	  -2.208
  -0.764	  -2.209
  -0.764	  -2.209
  -0.763	  -2.210
  -0.762	  -2.210
  -0.762	  -2.211
  -0.761	  -2.211
  -0.761	  -2.212
  -0.760	  -2.212
  -0.759	  -2.212
  -0.759	  -2.213
  -0.758	  -2.213
  -0.758	  -2.214
  -0.757	  -2.214
  -0.756	  -2.215
  -0.756	  -2.215
  -0.755	  -2.216
  -0.755	  -2.216
  -0.754	  -2.217
  -0.753	  -2.217
  -0.753	  -2.217
  -0.752	  -2.218
  -0.752	  -2.218
  -0.751	  -2.219
  -0.750	  -2.219
  -0.750	  -2.220
  -0.749	  -2.220
  -0.749	  -2.221
  -0.748	  -2.221
  -0.747	  -2.221
  -0.747	  -2.222
  -0.746	  -2.222
  -0.746	  -2.223
  -0.745	  -2.223
  -0.744	  -2.224
  -0.744	  -2.224
  -0.743	  -2.225
  -0.743	  -2.225
  -0.742	  -2.225
  -0.741	  -2.226
  -0.741	  -2.226
  -0.740	  -2.227
  -0.740	  -2.227
  -0.739	  -2.228
  -0.738	  -2.228
  -0.738	  -2.229
  -0.737	  -2.229
  -0.737	  -2.229
  -0.736	  -2.230
  -0.735	  -2.230
  -0.735	  -2.231
  -0.734	  -2.231
  -0.734	  -2.232
  -0.733	  -2.232
  -0.732	  -2.233
  -0.732	  -2.233
  -0.731	  -2.233
  -0.731	  -2.234
  -0.730	  -2.234
  -0.729	  -2.235
  -0.729	  -2.235
  -0.728	  -2.236
  -0.728	  -2.236
  -0.727	  -2.237
  -0.726	  -2.237
  -0.726	  -2.237
  -0.725	  -2.238
  -0.725	  -2.238
  -0.724	  -2.239
  -0.723	  -2.239
  -0.723	  -2.240
  -0.722	  -2.240
  -0.722	  -2.240
  -0.721	  -2.241
  -0.720	  -2.241
  -0.720	  -2.242
  -0.719	  -2.242
  -0.719	  -2.243
  -0.718	  -2.243
  -0.717	  -2.243
  -0.717	  -2.244
  -0.716	  -2.244
  -0.716	  -2.245
  -0.715	  -2.245
  -0.714	  -2.246
  -0.714	  -2.246
  -0.713	  -2.246
  -0.713	  -2.247
  -0.712	  -2.247
  -0.711	  -2.248
  -0.711	  -2.248
  -0.710	  -2.249
  -0.710	  -2.249
  -0.709	  -2.249
  -0.708	  -2.250
  -0.708	  -2.250
  -0.707	  -2.251
  -0.707	  -2.251
  -0.706	  -2.252
  -0.705	  -2.252
  -0.705	  -2.252
  -0.704	  -2.253
  -0.704	  -2.253
  -0.703	  -2.254
  -0.702	  -2.254
  -0.702	  -2.255
  -0.701	  -2.255
  -0.701	  -2.255
  -0.700	  -2.256
  -0.699	  -2.256
  -0.699	  -2.257
  -0.698	  -2.257
  -0.698	  -2.257
  -0.697	  -2.258
  -0.696	  -2.258
  -0.696	  -2.259
  -0.695	  -2.259
  -0.695	  -2.260
  -0.694	  -2.260
  -0.693	  -2.260
  -0.693	  -2.261
  -0.692	  -2.261
  -0.692	  -2.262
  -0.691	  -2.262
  -0.690	  -2.262
  -0.690	  -2.263
  -0.689	  -2.263
  -0.689	  -2.264
  -0.688	  -2.264
  -0.687	  -2.265
  -0.687	  -2.265
  -0.686	  -2.265
  -0.686	  -2.266
  -0.685	  -2.266
  -0.684	  -2.267
  -0.684	  -2.267
  -0.683	  -2.267
  -0.683	  -2.268
  -0.682	  -2.268
  -0.681	  -2.269
  -0.681	  -2.269
  -0.680	  -2.269
  -0.680	  -2.270
  -0.679	  -2.270
  -0.678	  -2.271
  -0.678	  -2.271
  -0.677	  -2.271
  -0.677	  -2.272
  -0.676	  -2.272
  -0.675	  -2.273
  -0.675	  -2.273
  -0.674	  -2.273
  -0.674	  -2.274
  -0.673	  -2.274
  -0.672	  -2.275
  -0.672	  -2.275
  -0.671	  -2.276
  -0.671	  -2.276
  -0.670	  -2.276
  -0.669	  -2.277
  -0.669	  -2.277
  -0.668	  -2.278
  -0.668	  -2.278
  -0.667	  -2.278
  -0.666	  -2.279
  -0.666	  -2.279
  -0.665	  -2.280
  -0.665	  -2.280
  -0.664	  -2.280
  -0.663	  -2.281
  -0.663	  -2.281
  -0.662	  -2.282
  -0.662	  -2.282
  -0.661	  -2.282
  -0.660	  -2.283
  -0.660	  -2.283
  -0.659	  -2.283
  -0.659	  -2.284
  -0.658	  -2.284
  -0.657	  -2.285
  -0.657	  -2.285
  -0.656	  -2.285
  -0.656	  -2.286
  -0.655	  -2.286
  -0.654	  -2.287
  -0.654	  -2.287
  -0.653	  -2.287
  -0.653	  -2.288
  -0.652	  -2.288
  -0.651	  -2.289
  -0.651	  -2.289
  -0.650	  -2.289
  -0.650	  -2.290
  -0.649	  -2.290
  -0.648	  -2.291
  -0.648	  -2.291
  -0.647	  -2.291
  -0.647	  -2.292
  -0.646	  -2.292
  -0.645	  -2.292
  -0.645	  -2.293
  -0.644	  -2.293
  -0.644	  -2.294
  -0.643	  -2.294
  -0.642	  -2.294
  -0.642	  -2.295
  -0.641	  -2.295
  -0.641	  -2.296
  -0.640	  -2.296
  -0.639	  -2.296
  -0.639	  -2.297
  -0.638	  -2.297
  -0.638	  -2.297
  -0.637	  -2.298
  -0.636	  -2.298
  -0.636	  -2.299
  -0.635	  -2.299
  -0.635	  -2.299
  -0.634	  -2.300
  -0.633	  -2.300
  -0.633	  -2.301
  -0.632	  -2.301
  -0.632	  -2.301
  -0.631	  -2.302
  -0.630	  -2.302
  -0.630	  -2.302
  -0.629	  -2.303
  -0.629	  -2.303
  -0.628	  -2.304
  -0.627	  -2.304
  -0.627	  -2.304
  -0.626	  -2.305
  -0.626	  -2.305
  -0.625	  -2.305
  -0.624	  -2.306
  -0.624	  -2.306
  -0.623	  -2.307
  -0.623	  -2.307
  -0.622	  -2.307
  -0.621	  -2.308
  -0.621	  -2.308
  -0.620	  -2.308
  -0.620	  -2.309
  -0.619	  -2.309
  -0.618	  -2.310
  -0.618	  -2.310
  -0.617	  -2.310
  -0.617	  -2.311
  -0.616	  -2.311
  -0.615	  -2.311
  -0.615	  -2.312
  -0.614	  -2.312
  -0.614	  -2.313
  -0.613	  -2.313
  -0.612	  -2.313
  -0.612	  -2.314
  -0.611	  -2.314
  -0.611	  -2.314
  -0.610	  -2.315
  -0.609	  -2.315
  -0.609	  -2.315
  -0.608	  -2.316
  -0.608	  -2.316
  -0.607	  -2.317
  -0.606	  -2.317
  -0.606	  -2.317
  -0.605	  -2.318
  -0.605	  -2.318
  -0.604	  -2.318
  -0.603	  -2.319
  -0.603	  -2.319
  -0.602	  -2.319
  -0.602	  -2.320
  -0.601	  -2.320
  -0.600	  -2.321
  -0.600	  -2.321
  -0.599	  -2.321
  -0.599	  -2.322
  -0.598	  -2.322
  -0.597	  -2.322
  -0.597	  -2.323
  -0.596	  -2.323
  -0.596	  -2.323
  -0.595	  -2.324
  -0.594	  -2.324
  -0.594	  -2.324
  -0.593	  -2.325
  -0.593	  -2.325
  -0.592	  -2.326
  -0.591	  -2.326
  -0.591	  -2.326
  -0.590	  -2.327
  -0.590	  -2.327
  -0.589	  -2.327
  -0.588	  -2.328
  -0.588	  -2.328
  -0.587	  -2.328
  -0.587	  -2.329
  -0.586	  -2.329
  -0.585	  -2.329
  -0.585	  -2.330
  -0.584	  -2.330
  -0.584	  -2.330
  -0.583	  -2.331
  -0.582	  -2.331
  -0.582	  -2.332
  -0.581	  -2.332
  -0.581	  -2.332
  -0.580	  -2.333
  -0.579	  -2.333
  -0.579	  -2.333
  -0.578	  -2.334
  -0.578	  -2.334
  -0.577	  -2.334
  -0.576	  -2.335
  -0.576	  -2.335
  -0.575	  -2.335
  -0.575	  -2.336
  -0.574	  -2.336
  -0.573	  -2.336
  -0.573	  -2.337
  -0.572	  -2.337
  -0.572	  -2.337
  -0.571	  -2.338
  -0.570	  -2.338
  -0.570	  -2.338
  -0.569	  -2.339
  -0.569	  -2.339
  -0.568	  -2.339
  -0.567	  -2.340
  -0.567	  -2.340
  -0.566	  -2.340
  -0.566	  -2.341
  -0.565	  -2.341
  -0.564	  -2.341
  -0.564	  -2.342
  -0.563	  -2.342
  -0.563	  -2.342
  -0.562	  -2.343
  -0.561	  -2.343
  -0.561	  -2.344
  -0.560	  -2.344
  -0.560	  -2.344
  -0.559	  -2.345
  -0.558	  -2.345
  -0.558	  -2.345
  -0.557	  -2.346
  -0.557	  -2.346
  -0.556	  -2.346
  -0.555	  -2.347
  -0.555	  -2.347
  -0.554	  -2.347
  -0.554	  -2.348
  -0.553	  -2.348
  -0.552	  -2.348
  -0.552	  -2.349
  -0.551	  -2.349
  -0.551	  -2.349
  -0.550	  -2.350
  -0.549	  -2.350
  -0.549	  -2.350
  -0.548	  -2.350
  -0.548	  -2.351
  -0.547	  -2.351
  -0.546	  -2.351
  -0.546	  -2.352
  -0.545	  -2.352
  -0.545	  -2.352
  -0.544	  -2.353
  -0.543	  -2.353
  -0.543	  -2.353
  -0.542	  -2.354
  -0.542	  -2.354
  -0.541	  -2.354
  -0.540	  -2.355
  -0.540	  -2.355
  -0.539	  -2.355
  -0.539	  -2.356
  -0.538	  -2.356
  -0.537	  -2.356
  -0.537	  -2.357
  -0.536	  -2.357
  -0.536	  -2.357
  -0.535	  -2.358
  -0.534	  -2.358
  -0.534	  -2.358
  -0.533	  -2.359
  -0.533	  -2.359
  -0.532	  -2.359
  -0.531	  -2.360
  -0.531	  -2.360
  -0.530	  -2.360
  -0.530	  -2.361
  -0.529	  -2.361
  -0.528	  -2.361
  -0.528	  -2.361
  -0.527	  -2.362
  -0.527	  -2.362
  -0.526	  -2.362
  -0.525	  -2.363
  -0.525	  -2.363
  -0.524	  -2.363
  -0.524	  -2.364
  -0.523	  -2.364
  -0.522	  -2.364
  -0.522	  -2.365
  -0.521	  -2.365
  -0.521	  -2.365
  -0.520	  -2.366
  -0.519	  -2.366
  -0.519	  -2.366
  -0.518	  -2.366
  -0.518	  -2.367
  -0.517	  -2.367
  -0.516	  -2.367
  -0.516	  -2.368
  -0.515	  -2.368
  -0.515	  -2.368
  -0.514	  -2.369
  -0.513	  -2.369
  -0.513	  -2.369
  -0.512	  -2.370
  -0.512	  -2.370
  -0.511	  -2.370
  -0.510	  -2.370
  -0.510	  -2.371
  -0.509	  -2.371
  -0.509	  -2.371
  -0.508	  -2.372
  -0.507	  -2.372
  -0.507	  -2.372
  -0.506	  -2.373
  -0.506	  -2.373
  -0.505	  -2.373
  -0.504	  -2.374
  -0.504	  -2.374
  -0.503	  -2.374
  -0.503	  -2.374
  -0.502	  -2.375
  -0.501	  -2.375
  -0.501	  -2.375
  -0.500	  -2.376
  -0.500	  -2.376
  -0.499	  -2.376
  -0.498	  -2.377
  -0.498	  -2.377
  -0.497	  -2.377
  -0.497	  -2.377
  -0.496	  -2.378
  -0.495	  -2.378
  -0.495	  -2.378
  -0.494	  -2.379
  -0.494	  -2.379
  -0.493	  -2.379
  -0.492	  -2.380
  -0.492	  -2.380
  -0.491	  -2.380
  -0.491	  -2.380
  -0.490	  -2.381
  -0.489	  -2.381
  -0.489	  -2.381
  -0.488	  -2.382
  -0.488	  -2.382
  -0.487	  -2.382
  -0.486	  -2.382
  -0.486	  -2.383
  -0.485	  -2.383
  -0.485	  -2.383
  -0.484	  -2.384
  -0.483	  -2.384
  -0.483	  -2.384
  -0.482	  -2.384
  -0.482	  -2.385
  -0.481	  -2.385
  -0.480	  -2.385
  -0.480	  -2.386
  -0.479	  -2.386
  -0.479	  -2.386
  -0.478	  -2.387
  -0.477	  -2.387
  -0.477	  -2.387
  -0.476	  -2.387
  -0.476	  -2.388
  -0.475	  -2.388
  -0.474	  -2.388
  -0.474	  -2.389
  -0.473	  -2.389
  -0.473	  -2.389
  -0.472	  -2.389
  -0.471	  -2.390
  -0.471	  -2.390
  -0.470	  -2.390
  -0.470	  -2.390
  -0.469	  -2.391
  -0.468	  -2.391
  -0.468	  -2.391
  -0.467	  -2.392
  -0.467	  -2.392
  -0.466	  -2.392
  -0.465	  -2.392
  -0.465	  -2.393
  -0.464	  -2.393
  -0.464	  -2.393
  -0.463	  -2.394
  -0.462	  -2.394
  -0.462	  -2.394
  -0.461	  -2.394
  -0.461	  -2.395
  -0.460	  -2.395
  -0.459	  -2.395
  -0.459	  -2.395
  -0.458	  -2.396
  -0.458	  -2.396
  -0.457	  -2.396
  -0.456	  -2.397
  -0.456	  -2.397
  -0.455	  -2.397
  -0.455	  -2.397
  -0.454	  -2.398
  -0.453	  -2.398
  -0.453	  -2.398
  -0.452	  -2.399
  -0.452	  -2.399
  -0.451	  -2.399
  -0.450	  -2.399
  -0.450	  -2.400
  -0.449	  -2.400
  -0.449	  -2.400
  -0.448	  -2.400
  -0.447	  -2.401
  -0.447	  -2.401
  -0.446	  -2.401
  -0.446	  -2.401
  -0.445	  -2.402
  -0.444	  -2.402
  -0.444	  -2.402
  -0.443	  -2.403
  -0.443	  -2.403
  -0.442	  -2.403
  -0.441	  -2.403
  -0.441	  -2.404
  -0.440	  -2.404
  -0.440	  -2.404
  -0.439	  -2.404
  -0.438	  -2.405
  -0.438	  -2.405
  -0.437	  -2.405
  -0.437	  -2.405
  -0.436	  -2.406
  -0.435	  -2.406
  -0.435	  -2.406
  -0.434	  -2.406
  -0.434	  -2.407
  -0.433	  -2.407
  -0.432	  -2.407
  -0.432	  -2.408
  -0.431	  -2.408
  -0.431	  -2.408
  -0.430	  -2.408
  -0.429	  -2.409
  -0.429	  -2.409
  -0.428	  -2.409
  -0.428	  -2.409
  -0.427	  -2.410
  -0.426	  -2.410
  -0.426	  -2.410
  -0.425	  -2.410
  -0.425	  -2.411
  -0.424	  -2.411
  -0.423	  -2.411
  -0.423	  -2.411
  -0.422	  -2.412
  -0.422	  -2.412
  -0.421	  -2.412
  -0.420	  -2.412
  -0.420	  -2.413
  -0.419	  -2.413
  -0.419	  -2.413
  -0.418	  -2.413
  -0.417	  -2.414
  -0.417	  -2.414
  -0.416	  -2.414
  -0.416	  -2.414
  -0.415	  -2.415
  -0.414	  -2.415
  -0.414	  -2.415
  -0.413	  -2.415
  -0.413	  -2.416
  -0.412	  -2.416
  -0.411	  -2.416
  -0.411	  -2.416
  -0.410	  -2.417
  -0.410	  -2.417
  -0.409	  -2.417
  -0.408	  -2.417
  -0.408	  -2.418
  -0.407	  -2.418
  -0.407	  -2.418
  -0.406	  -2.418
  -0.405	  -2.419
  -0.405	  -2.419
  -0.404	  -2.419
  -0.404	  -2.419
  -0.403	  -2.420
  -0.402	  -2.420
  -0.402	  -2.420
  -0.401	  -2.420
  -0.401	  -2.420
  -0.400	  -2.421
  -0.399	  -2.421
  -0.399	  -2.421
  -0.398	  -2.421
  -0.398	  -2.422
  -0.397	  -2.422
  -0.396	  -2.422
  -0.396	  -2.422
  -0.395	  -2.423
  -0.395	  -2.423
  -0.394	  -2.423
  -0.393	  -2.423
  -0.393	  -2.424
  -0.392	  -2.424
  -0.392	  -2.424
  -0.391	  -2.424
  -0.390	  -2.425
  -0.390	  -2.425
  -0.389	  -2.425
  -0.389	  -2.425
  -0.388	  -2.425
  -0.387	  -2.426
  -0.387	  -2.426
  -0.386	  -2.426
  -0.386	  -2.426
  -0.385	  -2.427
  -0.384	  -2.427
  -0.384	  -2.427
  -0.383	  -2.427
  -0.383	  -2.428
  -0.382	  -2.428
  -0.381	  -2.428
  -0.381	  -2.428
  -0.380	  -2.428
  -0.380	  -2.429
  -0.379	  -2.429
  -0.378	  -2.429
  -0.378	  -2.429
  -0.377	  -2.430
  -0.377	  -2.430
  -0.376	  -2.430
  -0.375	  -2.430
  -0.375	  -2.431
  -0.374	  -2.431
  -0.374	  -2.431
  -0.373	  -2.431
  -0.372	  -2.431
  -0.372	  -2.432
  -0.371	  -2.432
  -0.371	  -2.432
  -0.370	  -2.432
  -0.369	  -2.433
  -0.369	  -2.433
  -0.368	  -2.433
  -0.368	  -2.433
  -0.367	  -2.433
  -0.366	  -2.434
  -0.366	  -2.434
  -0.365	  -2.434
  -0.365	  -2.434
  -0.364	  -2.434
  -0.363	  -2.435
  -0.363	  -2.435
  -0.362	  -2.435
  -0.362	  -2.435
  -0.361	  -2.436
  -0.360	  -2.436
  -0.360	  -2.436
  -0.359	  -2.436
  -0.359	  -2.436
  -0.358	  -2.437
  -0.357	  -2.437
  -0.357	  -2.437
  -0.356	  -2.437
  -0.356	  -2.438
  -0.355	  -2.438
  -0.354	  -2.438
  -0.354	  -2.438
  -0.353	  -2.438
  -0.353	  -2.439
  -0.352	  -2.439
  -0.351	  -2.439
  -0.351	  -2.439
  -0.350	  -2.439
  -0.350	  -2.440
  -0.349	  -2.440
  -0.348	  -2.440
  -0.348	  -2.440
  -0.347	  -2.440
  -0.347	  -2.441
  -0.346	  -2.441
  -0.345	  -2.441
  -0.345	  -2.441
  -0.344	  -2.441
  -0.344	  -2.442
  -0.343	  -2.442
  -0.342	  -2.442
  -0.342	  -2.442
  -0.341	  -2.443
  -0.341	  -2.443
  -0.340	  -2.443
  -0.339	  -2.443
  -0.339	  -2.443
  -0.338	  -2.444
  -0.338	  -2.444
  -0.337	  -2.444
  -0.336	  -2.444
  -0.336	  -2.444
  -0.335	  -2.445
  -0.335	  -2.445
  -0.334	  -2.445
  -0.333	  -2.445
  -0.333	  -2.445
  -0.332	  -2.446
  -0.332	  -2.446
  -0.331	  -2.446
  -0.330	  -2.446
  -0.330	  -2.446
  -0.329	  -2.447
  -0.329	  -2.447
  -0.328	  -2.447
  -0.327	  -2.447
  -0.327	  -2.447
  -0.326	  -2.448
  -0.326	  -2.448
  -0.325	  -2.448
  -0.324	  -2.448
  -0.324	  -2.448
  -0.323	  -2.449
  -0.323	  -2.449
  -0.322	  -2.449
  -0.321	  -2.449
  -0.321	  -2.449
  -0.320	  -2.449
  -0.320	  -2.450
  -0.319	  -2.450
  -0.318	  -2.450
  -0.318	  -2.450
  -0.317	  -2.450
  -0.317	  -2.451
  -0.316	  -2.451
  -0.315	  -2.451
  -0.315	  -2.451
  -0.314	  -2.451
  -0.314	  -2.452
  -0.313	  -2.452
  -0.312	  -2.452
  -0.312	  -2.452
  -0.311	  -2.452
  -0.311	  -2.452
  -0.310	  -2.453
  -0.309	  -2.453
  -0.309	  -2.453
  -0.308	  -2.453
  -0.308	  -2.453
  -0.307	  -2.454
  -0.306	  -2.454
  -0.306	  -2.454
  -0.305	  -2.454
  -0.305	  -2.454
  -0.304	  -2.455
  -0.303	  -2.455
  -0.303	  -2.455
  -0.302	  -2.455
  -0.302	  -2.455
  -0.301	  -2.455
  -0.300	  -2.456
  -0.300	  -2.456
  -0.299	  -2.456
  -0.299	  -2.456
  -0.298	  -2.456
  -0.297	  -2.457
  -0.297	  -2.457
  -0.296	  -2.457
  -0.296	  -2.457
  -0.295	  -2.457
  -0.294	  -2.457
  -0.294	  -2.458
  -0.293	  -2.458
  -0.293	  -2.458
  -0.292	  -2.458
  -0.291	  -2.458
  -0.291	  -2.458
  -0.290	  -2.459
  -0.290	  -2.459
  -0.289	  -2.459
  -0.288	  -2.459
  -0.288	  -2.459
  -0.287	  -2.459
  -0.287	  -2.460
  -0.286	  -2.460
  -0.285	  -2.460
  -0.285	  -2.460
  -0.284	  -2.460
  -0.284	  -2.461
  -0.283	  -2.461
  -0.282	  -2.461
  -0.282	  -2.461
  -0.281	  -2.461
  -0.281	  -2.461
  -0.280	  -2.462
  -0.279	  -2.462
  -0.279	  -2.462
  -0.278	  -2.462
  -0.278	  -2.462
  -0.277	  -2.462
  -0.276	  -2.463
  -0.276	  -2.463
  -0.275	  -2.463
  -0.275	  -2.463
  -0.274	  -2.463
  -0.273	  -2.463
  -0.273	  -2.464
  -0.272	  -2.464
  -0.272	  -2.464
  -0.271	  -2.464
  -0.270	  -2.464
  -0.270	  -2.464
  -0.269	  -2.464
  -0.269	  -2.465
  -0.268	  -2.465
  -0.267	  -2.465
  -0.267	  -2.465
  -0.266	  -2.465
  -0.266	  -2.465
  -0.265	  -2.466
  -0.264	  -2.466
  -0.264	  -2.466
  -0.263	  -2.466
  -0.263	  -2.466
  -0.262	  -2.466
  -0.261	  -2.467
  -0.261	  -2.467
  -0.260	  -2.467
  -0.260	  -2.467
  -0.259	  -2.467
  -0.258	  -2.467
  -0.258	  -2.467
  -0.257	  -2.468
  -0.257	  -2.468
  -0.256	  -2.468
  -0.255	  -2.468
  -0.255	  -2.468
  -0.254	  -2.468
  -0.254	  -2.469
  -0.253	  -2.469
  -0.252	  -2.469
  -0.252	  -2.469
  -0.251	  -2.469
  -0.251	  -2.469
  -0.250	  -2.469
  -0.249	  -2.470
  -0.249	  -2.470
  -0.248	  -2.470
  -0.248	  -2.470
  -0.247	  -2.470
  -0.246	  -2.470
  -0.246	  -2.471
  -0.245	  -2.471
  -0.245	  -2.471
  -0.244	  -2.471
  -0.243	  -2.471
  -0.243	  -2.471
  -0.242	  -2.471
  -0.242	  -2.472
  -0.241	  -2.472
  -0.240	  -2.472
  -0.240	  -2.472
  -0.239	  -2.472
  -0.239	  -2.472
  -0.238	  -2.472
  -0.237	  -2.473
  -0.237	  -2.473
  -0.236	  -2.473
  -0.236	  -2.473
  -0.235	  -2.473
  -0.234	  -2.473
  -0.234	  -2.473
  -0.233	  -2.474
  -0.233	  -2.474
  -0.232	  -2.474
  -0.231	  -2.474
  -0.231	  -2.474
  -0.230	  -2.474
  -0.230	  -2.474
  -0.229	  -2.475
  -0.228	  -2.475
  -0.228	  -2.475
  -0.227	  -2.475
  -0.227	  -2.475
  -0.226	  -2.475
  -0.225	  -2.475
  -0.225	  -2.475
  -0.224	  -2.476
  -0.224	  -2.476
  -0.223	  -2.476
  -0.222	  -2.476
  -0.222	  -2.476
  -0.221	  -2.476
  -0.221	  -2.476
  -0.220	  -2.477
  -0.219	  -2.477
  -0.219	  -2.477
  -0.218	  -2.477
  -0.218	  -2.477
  -0.217	  -2.477
  -0.216	  -2.477
  -0.216	  -2.477
  -0.215	  -2.478
  -0.215	  -2.478
  -0.214	  -2.478
  -0.213	  -2.478
  -0.213	  -2.478
  -0.212	  -2.478
  -0.212	  -2.478
  -0.211	  -2.478
  -0.210	  -2.479
  -0.210	  -2.479
  -0.209	  -2.479
  -0.209	  -2.479
  -0.208	  -2.479
  -0.207	  -2.479
  -0.207	  -2.479
  -0.206	  -2.479
  -0.206	  -2.480
  -0.205	  -2.480
  -0.204	  -2.480
  -0.204	  -2.480
  -0.203	  -2.480
  -0.203	  -2.480
  -0.202	  -2.480
  -0.201	  -2.480
  -0.201	  -2.481
  -0.200	  -2.481
  -0.200	  -2.481
  -0.199	  -2.481
  -0.198	  -2.481
  -0.198	  -2.481
  -0.197	  -2.481
  -0.197	  -2.481
  -0.196	  -2.482
  -0.195	  -2.482
  -0.195	  -2.482
  -0.194	  -2.482
  -0.194	  -2.482
  -0.193	  -2.482
  -0.192	  -2.482
  -0.192	  -2.482
  -0.191	  -2.482
  -0.191	  -2.483
  -0.190	  -2.483
  -0.189	  -2.483
  -0.189	  -2.483
  -0.188	  -2.483
  -0.188	  -2.483
  -0.187	  -2.483
  -0.186	  -2.483
  -0.186	  -2.483
  -0.185	  -2.484
  -0.185	  -2.484
  -0.184	  -2.484
  -0.183	  -2.484
  -0.183	  -2.484
  -0.182	  -2.484
  -0.182	  -2.484
  -0.181	  -2.484
  -0.180	  -2.484
  -0.180	  -2.485
  -0.179	  -2.485
  -0.179	  -2.485
  -0.178	  -2.485
  -0.177	  -2.485
  -0.177	  -2.485
  -0.176	  -2.485
  -0.176	  -2.485
  -0.175	  -2.485
  -0.174	  -2.486
  -0.174	  -2.486
  -0.173	  -2.486
  -0.173	  -2.486
  -0.172	  -2.486
  -0.171	  -2.486
  -0.171	  -2.486
  -0.170	  -2.486
  -0.170	  -2.486
  -0.169	  -2.486
  -0.168	  -2.487
  -0.168	  -2.487
  -0.167	  -2.487
  -0.167	  -2.487
  -0.166	  -2.487
  -0.165	  -2.487
  -0.165	  -2.487
  -0.164	  -2.487
  -0.164	  -2.487
  -0.163	  -2.487
  -0.162	  -2.488
  -0.162	  -2.488
  -0.161	  -2.488
  -0.161	  -2.488
  -0.160	  -2.488
  -0.159	  -2.488
  -0.159	  -2.488
  -0.158	  -2.488
  -0.158	  -2.488
  -0.157	  -2.488
  -0.156	  -2.488
  -0.156	  -2.489
  -0.155	  -2.489
  -0.155	  -2.489
  -0.154	  -2.489
  -0.153	  -2.489
  -0.153	  -2.489
  -0.152	  -2.489
  -0.152	  -2.489
  -0.151	  -2.489
  -0.150	  -2.489
  -0.150	  -2.489
  -0.149	  -2.490
  -0.149	  -2.490
  -0.148	  -2.490
  -0.147	  -2.490
  -0.147	  -2.490
  -0.146	  -2.490
  -0.146	  -2.490
  -0.145	  -2.490
  -0.144	  -2.490
  -0.144	  -2.490
  -0.143	  -2.490
  -0.143	  -2.491
  -0.142	  -2.491
  -0.141	  -2.491
  -0.141	  -2.491
  -0.140	  -2.491
  -0.140	  -2.491
  -0.139	  -2.491
  -0.138	  -2.491
  -0.138	  -2.491
  -0.137	  -2.491
  -0.137	  -2.491
  -0.136	  -2.491
  -0.135	  -2.492
  -0.135	  -2.492
  -0.134	  -2.492
  -0.134	  -2.492
  -0.133	  -2.492
  -0.132	  -2.492
  -0.132	  -2.492
  -0.131	  -2.492
  -0.131	  -2.492
  -0.130	  -2.492
  -0.129	  -2.492
  -0.129	  -2.492
  -0.128	  -2.492
  -0.128	  -2.493
  -0.127	  -2.493
  -0.126	  -2.493
  -0.126	  -2.493
  -0.125	  -2.493
  -0.125	  -2.493
  -0.124	  -2.493
  -0.123	  -2.493
  -0.123	  -2.493
  -0.122	  -2.493
  -0.122	  -2.493
  -0.121	  -2.493
  -0.120	  -2.493
  -0.120	  -2.494
  -0.119	  -2.494
  -0.119	  -2.494
  -0.118	  -2.494
  -0.117	  -2.494
  -0.117	  -2.494
  -0.116	  -2.494
  -0.116	  -2.494
  -0.115	  -2.494
  -0.114	  -2.494
  -0.114	  -2.494
  -0.113	  -2.494
  -0.113	  -2.494
  -0.112	  -2.494
  -0.111	  -2.495
  -0.111	  -2.495
  -0.110	  -2.495
  -0.110	  -2.495
  -0.109	  -2.495
  -0.108	  -2.495
  -0.108	  -2.495
  -0.107	  -2.495
  -0.107	  -2.495
  -0.106	  -2.495
  -0.105	  -2.495
  -0.105	  -2.495
  -0.104	  -2.495
  -0.104	  -2.495
  -0.103	  -2.495
  -0.102	  -2.495
  -0.102	  -2.496
  -0.101	  -2.496
